F_CdSiteHy;X;Y;25/05/2012;25/06/2012;25/07/2012;25/08/2012;25/09/2012;25/05/2013;25/06/2013;25/07/2013;25/08/2013;25/09/2013;25/05/2014;25/06/2014;25/07/2014;25/08/2014;25/09/2014;25/05/2015;25/06/2015;25/07/2015;25/08/2015;25/09/2015;25/05/2016;25/06/2016;25/07/2016;25/08/2016;25/09/2016;25/10/2016;25/11/2016
J5000001;235898.4197;6785485.353;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
J5310001;234420.9169;6812562.26;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
J5402121;246864.9844;6811371.773;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
J5412121;253322.3147;6802694.658;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;NA;NA
J5432111;252903.5394;6796751.722;1;1;NA;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
J5524011;242843.6772;6790465.902;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
J5606811;268669.5609;6784274.24;1;1;NA;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;NA;NA
J5618321;263225.4539;6779014.717;1;1;NA;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;NA;NA
J5618322;262816.0482;6777564.958;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;NA;NA
J5620001;253150.4751;6768037.022;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
J5712111;233288.3009;6771341.017;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
J6010001;237872.1259;6763970.069;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
J6020001;247011.3553;6764339.878;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
J6030001;242608.8678;6748583.972;1;1;NA;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;NA;NA
J6407121;267323.8122;6751077.391;1;1;NA;0;1;1;1;1;1;0;1;0;1;1;0;1;1;1;1;0;1;0;0;0;0;NA;NA
J6407122;272371.0522;6751552.359;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
J6510001;283032.0391;6735998.232;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;NA;NA
J6606811;290899.5341;6736190.274;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;NA;NA
J7024041;396440.634;6787648.204;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;NA;NA
J7043011;386612.9685;6794336.899;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
J7054011;391448.5192;6796793.649;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;NA;NA
J7070001;376361.5716;6795236.402;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
J7114011;357920.6629;6797646.668;1;1;1;0;1;1;1;1;0;0;1;1;1;1;0;1;1;0;1;0;1;1;1;0;0;NA;NA
J7214011;344748.6211;6804008.26;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
J7300001;307501.7825;6802467.088;1;1;1;1;0;1;1;1;0;0;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;NA;NA
J7300002;310508.0887;6794498.606;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;NA;NA
J7330001;325500.2869;6791883.411;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;0;0;NA;NA
J7364221;334418.8461;6784609.657;1;1;1;1;1;1;1;1;0;0;1;1;0;1;0;1;1;0;0;1;1;1;1;0;0;NA;NA
J7373110;338944.7739;6793944.983;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
J7380001;341705.9306;6794352.807;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
J7410001;391214.8355;6771469.093;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
J7430001;381069.7698;6776270.758;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
J7500611;347397.9459;6768464.455;1;1;1;0;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;NA;NA
J7513011;323884.6159;6775804.119;1;1;1;1;1;1;1;0;1;0;1;1;1;1;0;1;1;0;1;1;1;1;1;0;0;NA;NA
J7600001;382298.3582;6753860.946;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;NA;NA
J7610001;374212.0648;6750953.577;1;1;1;1;1;1;1;1;1;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1
J7620001;365225.0417;6762422.866;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;NA;NA
J7700611;338639.9262;6759854.216;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;NA;NA
J7720001;336377.6855;6749089.562;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
J7803021;378202.5762;6745579.426;1;1;1;1;1;1;1;1;1;NA;NA;1;1;1;0;1;1;1;1;1;1;1;1;0;0;NA;1
J7824011;353995.9915;6751485.503;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
J7910001;386375.3421;6737648.701;1;1;1;0;0;1;1;1;1;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;0;0;NA;0
J7940001;355537.9855;6736878.012;1;1;1;0;1;1;1;0;0;NA;NA;1;0;1;1;1;1;0;0;1;1;1;0;0;0;NA;1
J7953011;355998.2389;6730298.217;1;1;1;1;1;1;1;1;1;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;0;1;NA;1
J8002321;262191.8231;6812405.438;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;NA;NA
J8030001;274752.8706;6800870.782;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;NA;NA
J8100001;271777.4556;6821167.452;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
J8133011;279880.7894;6804241.484;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
J8202341;285354.5816;6777571.163;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;NA;NA
J8202342;276116.1247;6781335.828;1;1;NA;1;1;1;1;1;0;0;1;1;1;1;0;1;1;1;0;1;1;1;1;0;0;NA;NA
J8300001;288393.7625;6801157.13;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
J8310001;285939.3303;6784940.182;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;NA;NA
J8320001;292830.9584;6776410.66;1;1;NA;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;NA;NA
J8340001;295954.3056;6803882.747;1;1;1;1;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;NA;NA
J8340002;303898.5222;6789247.426;1;1;NA;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;NA;NA
J8410001;303353.1659;6761013.622;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
J8443011;294821.0209;6756550.113;1;1;NA;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;NA;NA
J8602411;310075.7678;6778823.581;1;1;NA;0;1;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;0;NA;NA
J8610001;321671.3026;6770532.131;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
J8620001;317373.0266;6766943.465;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;NA;NA
J8640001;328171.5429;6769888.946;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;NA;NA
J8710001;316399.6141;6754753.413;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
J8813011;276183.6009;6757057.267;1;1;NA;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;NA;NA
J8823011;301160.8066;6749085.649;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
J9202511;337283.6316;6714215.753;1;1;1;1;1;1;1;1;1;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1
J9210001;333811.4318;6726881.873;1;1;1;0;1;1;1;1;0;NA;NA;1;0;1;0;1;1;0;0;1;1;1;0;0;0;NA;1
J9310001;304096.3447;6737801.878;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
J9320001;298327.8716;6727453.116;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;NA;NA
J9400001;290586.8089;6712274.005;1;1;1;0;0;1;1;1;0;NA;NA;1;1;1;0;1;1;1;1;1;1;1;0;0;0;NA;1
K0018721;786622.0231;6406900.091;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K0018722;789101;6409644;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;NA;NA
K0030021;779187.2;6410673.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K0100021;775579.0321;6421643.355;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K0134011;783546.3674;6429982.66;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K0214011;783789.5;6433217;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K0230001;758788.3994;6454707.561;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K0248811;762207.5544;6450391.193;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K0258011;763174.41;6434882.473;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K0300001;777874.007;6448100.398;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K0333011;764243.2812;6459998.553;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K0333012;769631.5;6456044;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K0403031;797817.7681;6440730.603;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K0410311;798643.0963;6448632.843;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K0440001;791049.1444;6452117.241;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K0454021;805784.8181;6459333.722;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K0513011;769943.4068;6493796.247;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K0513012;769634.4219;6494914.108;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K0543011;777032.6;6485095.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K0550011;787686;6470482;1;1;1;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K0568311;793342.7;6469990.5;1;1;1;1;1;1;1;1;0;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;NA;NA
K0568312;800480.1444;6465360.17;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K0624511;785346.4;6484056;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;NA;NA
K0650001;782838.8;6496436;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K0650002;785333.7;6495505.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K0663311;821399.6605;6502328.33;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K0663312;819885.6256;6507058.32;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K0673311;803396.7;6499483.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K0673312;801585.5;6497980;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;NA;NA
K0673313;808781.6;6500606.5;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;1;NA;NA
K0704511;794123.7;6510532.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;NA;NA
K0714010;800127.8;6516326.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K0714511;802193.7;6521339.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;NA;NA
K0733221;771722.5;6519860;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K0744011;782832.6;6513361.5;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;0;0;0;NA;NA
K0763311;780217.3;6507758.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;NA;NA
K0790011;797687.3;6530120.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;NA;NA
K0800001;763921.8979;6535929.72;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K0800002;764890.1;6533006.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K0813021;770872.6;6530967.5;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;1;1;1;0;0;0;NA;NA
K0820001;770756.9;6540875;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K0820002;770464.3491;6540922.902;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K0830001;782971.9;6525060;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;1;1;1;0;0;0;NA;NA
K0924011;772296.5364;6545623.751;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;NA;NA
K0943031;804747.2555;6539241.122;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K0943032;805314.2603;6546307.795;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;NA;NA
K0950001;801203.3;6554674.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K0974011;799737.3;6532091;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;NA;NA
K1010001;789611.4;6555637;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;NA;NA
K1050001;798820.2226;6564954.633;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K1063011;795981.5927;6561956.105;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;NA;NA
K1084020;780355.1103;6561688.593;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K1110001;768778.3031;6573268.96;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;NA;NA
K1110002;772673.6;6576578.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K1130001;810136.8615;6609592.15;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K1150001;805028.6931;6587110.829;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K1200001;812844.7145;6678151.671;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;NA;NA
K1211810;805748.6735;6668139.983;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K1211811;802727.7496;6662462;1;1;1;0;0;1;1;1;0;1;1;0;1;1;1;1;1;0;0;1;1;1;1;0;0;NA;NA
K1220001;804227.1;6661627;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;NA;NA
K1230001;816361.8;6653300;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K1273111;793308.4;6667250.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;NA;NA
K1273112;792639.556;6661257.052;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;NA;NA
K1294511;786280.5093;6654269.939;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K1314011;795508.882;6638740.232;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K1314012;804658.6;6636028;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;NA;NA
K1330001;787070.9418;6622350.463;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K1353011;808093.5608;6618005.281;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;NA;NA
K1370001;798301.8;6621733.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K1370002;789640.8918;6615122.861;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K1414011;771603.3533;6580713.814;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K1440011;758331.1812;6602554.503;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K1440012;761248.9;6603788;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;0;NA;NA
K1460001;756332.6739;6594836.645;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K1500001;757693.1194;6546212.746;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K1540001;751859.1981;6580571.941;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;NA;NA
K1540002;747114.4;6577709.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K1633011;772011.1;6616836;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K1660001;748790.8;6627000;NA;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K1660002;748594.0584;6628302.217;NA;NA;NA;0;1;1;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;0;1;NA;NA
K1660003;755936.3482;6622324.947;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K1724211;756044.4907;6671543.894;NA;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K1724212;760983.8285;6666648.312;NA;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;NA;NA
K1730001;774844.5367;6649750.886;NA;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K1740001;776944.8;6647135.5;NA;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K1753111;766092.5868;6639827.986;NA;NA;NA;1;0;1;1;1;0;1;1;0;1;1;1;1;1;0;0;1;1;1;1;0;0;NA;NA
K1764011;742030.3;6657578.5;NA;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K1775511;734365.9555;6656977.355;NA;NA;NA;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;NA;NA
K1775512;753696.3671;6632620.492;NA;NA;NA;0;0;1;1;1;0;0;1;0;1;1;1;1;1;1;0;0;1;1;1;0;0;NA;NA
K1800001;741337.1582;6600458.809;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K1840001;731422.6614;6619214.148;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K1914511;732285.7163;6662482.558;NA;NA;NA;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K1920001;717923.9;6631608;NA;NA;NA;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K1943011;721131.3;6684780;NA;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K1954011;729790.4;6672441;NA;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K2000001;767489.2;6385300.5;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K2080821;764920.1444;6411813.18;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K2110001;753544.2143;6390075.039;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;NA;NA
K2134011;758181.9025;6394566.234;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;NA;NA
K2150001;750195.8025;6406902.528;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K2226011;742152.9;6418992.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K2234031;740341.6506;6421233.337;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K2240821;746953.6;6429660;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K2254011;736956.2;6427443.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;NA;NA
K2254012;742527.3;6434457;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K2283111;737636.7324;6434645.958;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;1;1;1;0;1;NA;NA
K2300811;740401.4;6450762.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K2316211;736493.2;6448779.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K2320001;729804.9;6454753;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K2335511;731386.7964;6462513.622;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K2350001;751373.4;6461754.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K2365511;741011.2934;6459489.518;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K2424011;727183.7;6468373.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;NA;NA
K2430811;729388.6;6477227;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K2534011;713804.2865;6459557.964;1;1;1;1;1;1;1;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;NA
K2544011;716360;6459200.5;1;1;1;1;1;1;1;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;NA
K2584511;704690.8654;6470160.433;NA;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;NA;NA
K2593011;716632.8;6473402;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;NA;NA
K2623031;716247.9;6487588.5;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
K2623032;709041.138;6486516.401;NA;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;NA;NA
