F_CdSiteHy;X;Y;25/05/2012;25/06/2012;25/07/2012;25/08/2012;25/09/2012;25/05/2013;25/06/2013;25/07/2013;25/08/2013;25/09/2013;25/05/2014;25/06/2014;25/07/2014;25/08/2014;25/09/2014;25/05/2015;25/06/2015;25/07/2015;25/08/2015;25/09/2015;25/05/2016;25/06/2016;25/07/2016;25/08/2016;25/09/2016;25/10/2016;25/11/2016
M1410005;496705.8638;6728318.962;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
M1420001;495479.0451;6715460.575;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
M1450001;497451.4586;6748029.158;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
M1464011;487799.0613;6740966.388;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
M1534511;458153.9063;6730163.365;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
M1534512;462150.9911;6742930.004;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
M1550001;448810.7433;6735999.83;1;1;0;0;0;1;1;0;0;0;1;0;1;1;0;1;0;0;1;1;1;1;1;0;1;NA;NA
M3005511;463753.6605;6823453.555;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
M3014011;445848.4256;6815384.189;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
M3014012;455581.0193;6817402.271;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;NA;NA
M3034011;456362.7151;6831498.218;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
M3103031;441951.1;6851332.5;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
M3110001;424593.1747;6849800.764;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
M3110002;424737.9196;6839946.641;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
M3140001;427506.5013;6823680.389;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
M3200001;414596.1811;6829138.95;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
M3240001;448265.2061;6801471.723;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
M3278021;425241.3669;6793356.331;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
M3278022;422930.0498;6798205.66;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
M3300001;410826.0733;6818890.37;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
M3323011;413816.8676;6794512.702;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;NA;NA
M3340911;429550.2944;6787604.95;1;1;1;0;1;1;1;1;0;0;1;1;1;1;0;1;1;0;1;0;1;1;0;0;0;NA;NA
M3403011;449700.4759;6793599.987;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
M3504011;406694.0552;6792744.977;1;1;1;1;1;1;1;0;0;1;1;1;1;1;0;1;1;0;1;1;1;1;0;0;0;NA;NA
M3514011;436510.2036;6778374.878;1;1;1;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;NA;NA
M3520001;421783.4304;6765499.506;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
M3600911;424070.8034;6755670.98;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
M3610001;435533.553;6751298.151;1;1;1;0;1;1;1;1;0;0;1;1;0;1;0;1;0;0;1;0;1;1;1;0;0;NA;NA
M3700001;401154.4767;6782028.578;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
M3711811;403108.6327;6769886.031;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
M3720001;397144.3125;6769583.15;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;1;1;0;1;0;1;1;1;0;0;NA;NA
M3744011;393412.9822;6764047.106;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;NA;NA
M3744012;391548.753;6761022.243;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;NA;NA
M3760001;414945.5025;6760646.885;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
M3774011;392322.5081;6754028.566;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
M3800001;406327.7214;6743937.477;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;NA;NA
M3823011;398634.5155;6739024.922;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;NA;NA
M3834011;407702.1766;6731456.718;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;NA;NA
M3861811;419299.303;6731904.663;1;1;0;0;0;1;1;0;0;0;1;1;0;1;0;1;0;0;0;0;1;1;1;0;0;NA;NA
M3900001;430253.5407;6729209.654;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;0;0;1;1;1;1;0;0;NA;NA
M4114011;418659.8308;6721337.673;1;1;1;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;1;1;1;0;0;NA;NA
M5014211;444831.732;6698639.604;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;NA;NA
M5104311;448025.3617;6679153.996;1;1;1;0;0;1;1;1;0;1;1;1;1;1;1;1;0;0;1;1;1;1;1;0;0;NA;NA
M5124311;428699.9836;6675993.628;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;NA;NA
M5215411;415365.7824;6682948.281;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
M5222011;413904.0646;6694058.846;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;NA;NA
M5300011;410476.1312;6701153.798;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
M5310001;412302.739;6716176.084;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
M5400001;401933.2916;6704187.734;1;1;1;0;1;1;1;0;0;0;1;1;0;1;0;1;1;0;0;1;1;1;1;0;0;NA;NA
M6000001;405856.3851;6678552.645;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;NA;NA
M6014011;391975.5569;6696095.639;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
M6014012;398807.6282;6677602.725;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;NA;NA
M6110001;385943.7235;6709940.743;1;1;1;0;0;1;1;1;0;NA;NA;1;0;1;0;1;1;0;0;1;1;1;1;0;0;NA;1
M6204011;376120.3157;6707161.726;1;1;1;1;1;1;1;1;0;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1
M6204012;379033.0005;6716514.441;1;1;1;0;1;1;1;1;0;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;0;NA;1
M6214011;376710.5535;6694578.731;1;1;1;0;0;1;1;1;0;NA;NA;1;0;1;0;1;1;0;1;1;1;1;1;0;0;NA;1
M6230001;372020.5318;6685068.446;1;1;1;0;0;1;1;0;0;NA;NA;0;0;0;0;1;1;0;1;1;1;1;1;0;0;NA;1
M6304311;406656.1272;6724507.62;1;1;0;0;0;1;1;1;0;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;0;NA;NA
M6325011;386458.7736;6722914.941;1;1;1;1;1;1;1;1;1;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1
M6333021;363668.2937;6712230.052;1;1;1;1;1;1;1;1;1;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;0;0;NA;1
M6340001;354880.7104;6704772.036;1;1;1;0;1;1;1;1;1;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1
M6357021;346019.5335;6702289.28;1;1;1;1;1;1;1;1;1;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;0;0;NA;1
M6357022;345490.3255;6698555.244;1;1;1;0;1;1;1;1;1;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;0;0;NA;1
M7005611;428096.004;6624341.411;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
M7005612;432723.0109;6628186.009;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
M7010001;425241.8624;6634201.526;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
M7044011;409500.5388;6657335.11;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
M7100001;401244.0482;6658147.531;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
M7112411;387936.4183;6662850.417;1;1;1;0;0;1;1;1;NA;0;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;NA;NA
M7206411;411332.5267;6667693.221;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;NA;NA
M7302421;376500.4727;6677192.49;1;1;0;0;0;1;1;1;0;NA;NA;1;1;1;1;1;1;0;1;1;1;1;0;0;0;NA;1
M7314011;378725.4716;6682199.373;1;1;1;0;0;1;1;1;0;NA;NA;1;1;1;0;1;1;0;0;1;1;1;1;0;0;NA;1
M7314012;387846.8595;6685189.728;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;NA;NA
M7400001;388010.6521;6648262.41;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
M7413011;382242.6958;6658287.599;1;1;0;0;0;1;1;0;NA;0;1;0;0;1;0;1;1;0;0;1;1;1;0;0;0;NA;NA
M7420001;377825.8855;6640980.561;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
M7433111;370480.8882;6654544.913;1;1;1;0;1;1;1;1;NA;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;NA;NA
M7453011;369303.4016;6670604.461;1;1;1;0;0;1;1;1;0;NA;NA;0;0;1;0;1;1;0;0;1;1;1;0;0;0;NA;1
M8000021;348027.6248;6693733.252;1;1;1;1;1;1;1;1;1;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1
M8100001;370431.5248;6640767.932;1;1;1;0;0;1;1;1;NA;0;1;1;0;1;0;1;1;0;1;1;1;1;0;0;0;NA;NA
M8144021;350552.1143;6652190.743;1;1;0;0;0;1;1;0;0;NA;NA;0;0;0;0;1;1;0;0;1;1;1;1;0;0;NA;1
M8150001;351371.8688;6670716.26;1;1;1;0;0;1;1;1;1;NA;NA;0;0;1;0;1;1;0;1;1;1;1;1;1;1;NA;1
M8205021;363948.7338;6664699.008;1;1;1;1;1;1;1;1;1;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1
M8503011;327101.6058;6717546.818;1;1;0;0;0;1;1;0;0;NA;NA;0;0;0;0;1;0;0;0;0;1;1;0;0;0;NA;0
M8503012;321305.2829;6720267.746;1;1;1;0;1;1;1;1;1;NA;NA;1;0;1;0;1;1;1;1;1;1;1;0;0;0;NA;1
N0000001;320296.1348;6690755.345;1;1;1;1;1;1;1;1;1;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;0;1;NA;1
N0010001;324805.8917;6681433.862;1;1;1;1;1;1;1;1;1;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1
N0113031;334678.9178;6665422.997;1;1;1;0;0;1;1;1;0;NA;NA;1;1;1;0;1;1;1;1;1;1;1;1;1;0;NA;1
N0113032;344544.444;6652366.911;1;1;1;0;0;1;1;1;NA;0;1;1;0;1;0;1;1;1;1;1;1;1;0;0;0;NA;NA
N0204211;329382.0355;6653057.412;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
N0210001;330621.6819;6647927.98;1;1;0;0;0;1;1;1;NA;0;1;1;0;1;0;1;1;1;1;1;1;1;0;0;0;NA;NA
N1001511;358071.4018;6640677.414;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
N1014011;350186.8712;6647018.539;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
N1110001;329788.0117;6643670.801;1;1;1;1;0;1;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
N1203021;350533.3139;6627293.336;1;1;1;1;0;1;1;1;NA;1;1;1;0;1;0;1;1;1;1;1;1;1;0;0;0;NA;NA
N1203022;350945.0186;6631144.825;1;1;1;1;1;1;1;1;NA;1;1;0;0;1;1;1;1;1;1;1;1;1;0;0;0;NA;NA
N2013011;349465.7643;6625153.788;1;1;1;0;0;1;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;NA;NA
N2024011;344699.5057;6618548.428;1;1;1;0;0;1;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;NA;NA
N2040001;345503.9825;6616746.306;1;1;0;0;0;1;1;1;NA;0;1;1;0;1;0;1;1;0;0;1;1;1;0;0;0;NA;NA
N3010001;400710.1843;6629433.02;1;1;1;0;0;1;1;1;NA;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0;0;NA;NA
N3100001;396303.742;6640657.462;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
N3100002;396056.3231;6644455.435;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
N3113011;379629.1399;6627875.442;1;1;1;0;0;1;1;1;NA;0;1;1;0;1;0;1;1;0;0;1;1;1;0;0;0;NA;NA
N3210001;400604.3982;6613851.411;1;1;1;1;0;1;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
N3308211;381324.8208;6619612.164;1;1;1;1;0;1;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;NA;NA
N3403011;371859.2224;6633272.604;1;1;1;0;0;1;1;1;NA;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;NA;NA
N3410001;359254.6795;6628623.31;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
N3410002;355581.7854;6631079.717;1;1;1;1;1;1;1;1;NA;0;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;NA;NA
N4000611;464054.1225;6586646.498;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
N4000612;464313.764;6586522.991;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1;1;1;0;0;0;NA;NA
N4000613;457223.8518;6594204.867;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
N4000614;462732.2937;6591969.765;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
N4000615;462482.7113;6591754.308;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;NA;NA
N4015211;457020.1847;6597097.469;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;NA;NA
N4104031;448329.2584;6598922.711;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
N4104032;448294.1888;6598964.094;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;NA;NA
N4120011;440466.7661;6603863.45;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
N4200010;449122.5546;6583833.038;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;NA;NA
N4204011;439384.5374;6585699.623;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0;0;NA;NA
N4305211;436727.7415;6582153.967;1;1;0;0;0;1;1;1;0;0;1;1;1;1;0;1;1;0;1;1;1;1;0;0;0;NA;NA
N5000001;439294.0284;6608268.737;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
N5000002;436106.3317;6609113.203;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
N5000003;435715.0129;6606368.574;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
N5010001;432048.761;6609992.995;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
N5010002;429443.1179;6608697.595;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
N5201711;416164.4076;6595774.085;1;1;0;0;0;1;1;1;NA;0;1;1;0;1;0;1;1;0;0;1;1;1;0;0;0;NA;NA
N6003021;414348.0843;6576356.033;1;1;1;0;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
N6003022;417260.1369;6571519.646;1;1;1;0;0;1;1;1;0;1;1;0;0;1;1;1;1;0;0;1;1;1;0;0;0;NA;NA
N6003023;424396.8612;6569443.925;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
N6014011;434759.95;6573989.765;1;1;0;0;0;1;1;0;0;0;1;0;0;1;0;1;1;0;0;1;1;1;0;0;0;NA;NA
N6014012;415991.8058;6576323.039;1;1;0;0;0;1;1;0;0;1;1;0;0;1;1;1;1;1;1;1;1;1;0;0;0;NA;NA
N6014013;422605.884;6576473.754;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
N7114011;417955.697;6624338.487;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
N7121811;405724.6995;6602196.441;1;1;1;0;0;1;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;NA;NA
N8220021;407035.2618;6570017.135;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;NA;NA
N8220022;404909.6438;6572895.542;1;1;0;0;0;1;1;0;0;0;1;1;0;1;1;1;1;0;0;1;1;1;1;0;0;NA;NA
N8220023;404295.9168;6570167.472;1;1;1;0;0;1;1;1;0;0;1;1;0;0;1;1;1;0;0;1;1;1;0;0;0;NA;NA
N8220024;402454.0706;6565021.121;1;1;0;0;0;1;1;1;0;0;1;1;0;0;0;1;1;0;0;1;1;1;0;0;0;NA;NA
N8220025;399817.3406;6572734.216;1;1;0;0;0;1;1;0;0;0;1;0;0;1;1;1;1;0;0;1;1;1;0;0;0;NA;NA
N8220026;402196.3346;6572643.35;1;1;0;0;0;1;1;1;0;0;1;1;1;1;1;1;1;0;0;1;1;1;0;0;0;NA;NA
N8220027;396275.3034;6577335.425;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;1;1;0;1;1;1;1;0;0;0;NA;NA
N8220028;398551.4657;6567585.909;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
N8220029;398238.4107;6569793.486;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
N8220030;412394.6288;6567252.305;1;1;1;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;NA;NA
N8220031;397006.0175;6569087.37;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
N8220032;398875.4486;6573051.449;1;1;0;0;0;1;1;0;0;0;1;1;0;1;1;1;1;0;0;1;1;1;0;0;0;NA;NA
N8220033;399867.8015;6565912.233;1;1;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;NA;NA
N8220034;406447.1163;6569327.268;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;NA;NA
O0030001;496524.4;6193070;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O0044021;504124.3;6192734.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O0050021;508932.1;6212018;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;0;0;NA;NA
O0060001;496661.4;6206106.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;NA;NA
O0090001;500657.4233;6219219.587;1;0;0;1;0;1;1;1;0;0;1;1;0;1;0;1;1;0;0;0;1;0;0;0;0;NA;NA
O0135511;483153.3;6191764.5;1;0;0;0;0;1;1;1;0;0;1;1;0;0;0;1;1;0;0;0;1;1;0;0;0;NA;NA
O0135512;482766.045;6198116.768;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O0154311;490063;6191444.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O0154312;487985.1;6188765.5;0;1;0;0;1;1;1;1;0;1;1;1;1;1;0;0;0;1;0;0;1;0;0;0;0;NA;NA
O0174021;486051.8;6223225.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O0174022;485301.1;6208325;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O0174023;494394.8;6220095;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;NA;NA
O0180001;495554.3;6217768;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O0180002;494891.7173;6215694.975;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;NA;NA
O0206711;507154.5;6220506.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O0210001;516824.7;6223970.5;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O0295311;512744;6230213;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O0362521;553998;6200387.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;NA;NA
O0392521;553171.2;6208101.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O0392522;549451.1;6209521;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O0400001;530740.9;6193811;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;NA;NA
O0450001;525063.6;6203982;1;1;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;0;NA;NA
O0460001;527555;6206157;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;1;1;0;0;0;NA;NA
O0485110;539230.1;6208187.5;1;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
O0502521;547499.8138;6216039.857;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;NA;NA
O0502522;545896.7;6211655.5;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;NA;NA
O0510001;544948.6;6215247.5;1;1;0;0;0;1;1;0;1;1;1;1;1;1;0;1;1;0;0;0;1;1;1;0;0;NA;NA
O0525011;542167.7;6213210.5;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O0540001;528437.6;6211283;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O0554011;532593.4;6221909.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O0600031;534293.6362;6237851.972;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O0610001;551256.1;6218773;1;1;0;0;0;1;1;1;1;0;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;NA;NA
O0624011;553240.6;6222143.5;1;0;0;0;0;1;1;1;0;0;1;1;1;1;0;1;1;0;0;0;1;0;0;0;0;NA;NA
O0700001;573306.2;6212186.5;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O0744041;565896.6;6220016;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O0760001;561289.2;6229442;1;1;0;0;0;1;1;0;0;0;1;1;1;1;0;1;1;0;0;0;1;1;1;0;0;NA;NA
O0940001;533954.9;6244514;1;0;0;0;0;1;1;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;NA;NA
O1130001;573889.4;6188783.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O1160001;581890;6183328;1;0;0;0;0;1;1;1;0;0;1;1;1;1;0;1;1;0;0;0;1;1;1;0;0;NA;NA
O1170001;585281.2;6187047.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O1225011;588198.7817;6196446.878;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
