Code;X;Y;A;eco01res;eco02res;eco03res;eco04res;eco05res;eco06res;eco07res;eco08res;eco09res;eco10res;eco11res;eco12res;eco13res;eco14res;eco15res;eco16res;eco17res;eco18res;eco19res;eco20res;eco21res;eco99res;HER1;ObsPost2012;KGE_Sim;;0;;;;;;;;;;;;;;;;;;;;;;;;;;
O3006710;716500;1927500;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2184;0.760071666352907;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O3011010;712500;1930500;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2283;0.788600005069928;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O3031010;700500;1927500;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2283;0.801589826866864;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O3035210;699500;1928500;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2283;0.657413299424414;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O3314010;690500;1897500;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2283;0.652009970253382;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O4102510;637500;1845500;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1340;0.871863370746009;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V4144010;770500;1990500;0;0;0;0.20293;0;0;0;0;0.79707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2254;0.853757182029737;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V4145210;771500;1983500;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2254;0.916030147025724;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V4174010;784500;1983500;0;0;0;0.10533;0;0;0;0;0.89467;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0.902734252596875;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V5004010;755500;1964500;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2192;0.808547714046459;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V5045020;740500;1937500;-0,00001;0;0;0.00387;0;0;0;0;0.96132;0;0;0;0;0;0;0;0;0;0;0.03482;0;0;0;8;975;0.790395510839578;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V5424010;738500;1923500;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2129;0.906396337897433;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V5425210;740500;1927500;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0.853577124213967;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y2015010;704500;1888500;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2258;0.723050628554637;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y2214010;679500;1860500;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2277;0.763209108632905;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y2554010;651500;1839500;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2283;0.897029747249305;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A4632010;899500;2375500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;2283;0.829421452945102;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A5110610;888500;2400500;0;0;0;0;0.65165;0;0;0;0;0;0.34835;0;0;0;0;0;0;0;0;0;0;0;0;10;2274;0.863650330262377;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A5242010;884500;2370500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;2281;0.874971058869638;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A5261010;882500;2374500;0;0;0;0;0.04348;0;0;0;0;0;0.95652;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0.881990778471109;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A5431010;881500;2400500;0;0;0;0;0.01697;0;0;0;0;0;0.98303;0;0;0;0;0;0;0;0;0;0;0;0;10;2281;0.876796543289068;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A6571110;905500;2407500;0;0;0;0;0.17953;0;0;0;0;0;0.82047;0;0;0;0;0;0;0;0;0;0;0;0;10;2260;0.896577917809887;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A7122010;872500;2437500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;2283;0.871874014827705;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A7352010;865500;2452500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;2283;0.907097390228766;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A7642010;906500;2433500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;11;0.872561830913354;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A7821010;887500;2441500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;2283;0.804780505042992;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A7881010;879500;2460500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;1614;0.788803777760287;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A8071010;852500;2467500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;2283;0.898246866213616;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A8431010;871500;2478500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;2283;0.911953768342994;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A9091050;943500;2453500;0;0;0;0;0.17134;0;0;0;0;0;0.82866;0;0;0;0;0;0;0;0;0;0;0;0;10;2282;0.888649851270818;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A9091060;946500;2440500;0;0;0;0;0.21721;0;0;0;0;0;0.78279;0;0;0;0;0;0;0;0;0;0;0;0;10;2215;0.888904386629449;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A9132050;941500;2452500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0.718128276159544;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A9221010;950500;2462500;0;0;0;0;0.16166;0;0;0;0;0;0.83834;0;0;0;0;0;0;0;0;0;0;0;0;10;2283;0.920363074043117;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A9352050;950500;2456500;0;0;0;0;0.45652;0;0;0;0;0;0.54348;0;0;0;0;0;0;0;0;0;0;0;0;10;2283;0.838456811425342;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A9752010;898500;2470500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;2283;0.788704504792847;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A9862010;899500;2467500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;2283;0.799451425547524;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A9942010;907500;2488500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0.792669472406274;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B0220010;843500;2365500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;2283;0.871582933070564;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B1092010;850500;2376500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;2283;0.756340181181942;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B1150010;847500;2385500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;2283;0.79249289531738;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B1282010;851500;2384500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;2283;0.829849127459758;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B1340010;847500;2405500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;2283;0.920449582757196;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B2012010;863500;2383500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;53;0.766856391523028;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B2042010;852500;2400500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;2283;0.755163663913381;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B4352010;823500;2504500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;447;0.790072643800179;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B4572010;818500;2500500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;2283;0.918394705820109;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B4601010;815500;2506500;0.26694;0;0;0;0;0;0;0;0;0;0.73306;0;0;0;0;0;0;0;0;0;0;0;0;10;2283;0.942072286085705;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B4631010;806500;2516500;0.27489;0;0;0;0;0;0;0;0;0;0.72511;0;0;0;0;0;0;0;0;0;0;0;0;10;2283;0.897616820859681;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B5172010;784500;2520500;0;0;0;0;0;0;0;0;0;0.09769;0.90231;0;0;0;0;0;0;0;0;0;0;0;0;10;2283;0.779860695673354;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B5322010;770500;2526500;0;0;0;0;0;0;0;0;0;0.03175;0.96825;0;0;0;0;0;0;0;0;0;0;0;0;10;2283;0.930410712211161;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H0100010;767500;2309500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;2283;0.840664612138135;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H0100020;760500;2335500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;2281;0.782695800503432;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H0203020;750500;2328500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0.924466501864108;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H0210010;752500;2342500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0.937473470581432;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H0321010;783500;2315500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0.855540394799585;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H0321020;774500;2322500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0.810840961103039;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H0321030;769500;2335500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;2283;0.799622326351527;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H0321040;753500;2344500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0.885500408823038;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H1051020;783500;2351500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;2129;0.827891933810965;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H1122010;787500;2352500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0.849758663661565;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H2062010;687500;2266500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;2283;0.947533367370847;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H2073110;680500;2270500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;2283;0.903234795811355;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H2182010;707500;2290500;0;0;0;0;0;0;0;0;0;0;0.30483;0;0;0;0;0;0;0;0;0;0;0.69517;0;10;2248;0.807995322119835;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H2322020;733500;2280500;0;0;0;0;0;0;0;0;0;0;0.39796;0;0;0;0;0;0;0;0;0;0;0.60204;0;10;0;0.8891733448783;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H2342010;708500;2314500;0;0;0;0;0;0;0;0;0;0;0.73084;0;0;0;0;0;0;0;0;0;0;0.26916;0;10;0;0.815081133885378;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H2402010;754500;2269500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;2283;0.803395801240053;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H2412010;744500;2289500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;2283;0.747577677680699;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H2442330;757500;2287500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0.756978590497445;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H5062010;810500;2376500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;2281;0.905947447900616;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H5122310;804500;2425500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0.87669270663238;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H6102010;810500;2444500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;2283;0.840290347458879;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H7021010;725500;2548500;0.26583;0;0;0;0;0;0;0;0;0;0.22785;0;0;0;0;0;0;0;0;0;0.00316;0;0.50316;10;2283;0.898209921098848;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U0230010;870500;2325500;0;0;0;0;0.49786;0;0;0;0;0;0.50214;0;0;0;0;0;0;0;0;0;0;0;0;10;2282;0.902871385474987;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U0234010;862500;2324500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0.78668866191016;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U0474010;880500;2313500;0;0;0;0;0.57786;0;0;0;0;0;0.42214;0;0;0;0;0;0;0;0;0;0;0;0;10;2283;0.796719486315444;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U0724010;849500;2290500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;2283;0.871168950415714;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U0924010;829500;2292500;0;0;0;0;0;0;0;0;0;0;0.88471;0;0;0;0;0.11529;0;0;0;0;0;0;0;10;2283;0.875773284272199;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U1054010;891500;2277500;0;0;0;0;0.28238;0;0;0;0;0;0.71762;0;0;0;0;0;0;0;0;0;0;0;0;10;2283;0.865954454947071;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U1074010;865500;2262500;0;0;0;0;0.20593;0;0;0;0;0;0.79407;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0.872848148288176;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U1215020;802500;2282500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0.903459949955558;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U1324010;799500;2263500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;2283;0.92703209312153;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U2345030;939500;2303500;0;0;0;0;0.91489;0;0;0;0;0;0.08511;0;0;0;0;0;0;0;0;0;0;0;0;10;2283;0.774424375936277;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U2354010;935500;2288500;0.2379;0;0;0;0.23529;0.04671;0;0;0;0;0.15311;0;0;0;0;0;0;0;0.32699;0;0;0;0;10;2270;0.863684100594514;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U2356610;932500;2286500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;2283;0.860133024511228;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U3214010;776500;2157500;0;0;0;0.93072;0;0;0;0;0;0;0.06928;0;0;0;0;0;0;0;0;0;0;0;0;10;2283;0.815185924782497;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U3225010;770500;2176500;0;0;0;0;0;0;0;0;0;0;0.60507;0;0;0;0;0;0;0;0;0;0;0.39493;0;10;2047;0.750021846436416;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O0624010;502500;1793500;0;0.96667;0;0;0;0;0;0;0;0;0;0;0;0;0.03333;0;0;0;0;0;0;0;0;14;2283;0.880224092915504;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O0794010;507500;1803500;0;0.63736;0;0;0;0;0;0;0;0;0;0;0;0;0.36264;0;0;0;0;0;0;0;0;14;2244;0.938533657693175;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O0984010;517500;1829500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;14;2164;0.757059547915697;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O1372510;539500;1802500;0.03267;0.81838;0;0;0;0;0;0;0;0;0;0;0;0;0.14895;0;0;0;0;0;0;0;0;14;0;0.638152334501115;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O1464010;573500;1774500;0;0.95522;0;0;0;0;0;0;0;0;0;0;0;0;0.04478;0;0;0;0;0;0;0;0;14;2283;0.83952998782651;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O1584610;555500;1782500;0;0.57241;0;0;0;0;0;0;0;0;0;0;0;0;0.42759;0;0;0;0;0;0;0;0;14;1917;0.840302425537702;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O1652920;548500;1803500;0;0.40994;0;0;0;0;0;0;0;0;0;0;0;0;0.59006;0;0;0;0;0;0;0;0;14;0;0.80228160148537;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O1984310;523500;1846500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;14;2283;0.71613389132658;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O2222510;531500;1845500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;14;2283;0.849274052940095;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O2344010;525500;1861500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;14;213;0.834626227023087;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O2552910;511500;1857500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;14;365;0.876020437028108;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O2725010;467500;1832500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;14;1095;0.615668698456383;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O2883310;501500;1887500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;14;730;0.865863164811531;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O4222520;592500;1844500;0,00001;0;0;0.70819;0;0;0;0;0.20875;0;0;0;0;0;0.08305;0;0;0;0;0;0;0;0;14;2268;0.85463483680164;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O4394010;594500;1838500;0;0;0;0.24408;0;0;0;0;0.65209;0;0;0;0;0;0.10383;0;0;0;0;0;0;0;0;14;0;0.743731565079827;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O4774010;580500;1863500;0;0;0;0.50168;0;0;0;0;0;0;0;0;0;0;0.49832;0;0;0;0;0;0;0;0;14;2283;0.912345460249786;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O4794040;568500;1862500;0;0;0;0.39159;0;0;0;0;0;0;0;0;0;0;0.60841;0;0;0;0;0;0;0;0;14;0;0.851476861269248;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O4984320;526500;1885500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;14;2283;0.802536391776983;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O5854010;531500;1903500;0;0;0;0;0;0;0;0;0;0;0;0.57377;0;0;0.42623;0;0;0;0;0;0;0;0;14;2283;0.857483458152876;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O5964020;507500;1904500;0;0;0;0;0;0;0;0;0;0;0;0.00253;0;0;0.99747;0;0;0;0;0;0;0;0;14;2283;0.750033847544414;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O6094010;478500;1892500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;14;1246;0.83608726415169;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O6134010;492500;1908500;0;0;0;0;0;0;0;0;0;0;0;0.0021;0;0;0.9979;0;0;0;0;0;0;0;0;14;2283;0.808739897430973;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O6194610;474500;1910500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;14;2283;0.798181417325366;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O6312520;461500;1866500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;14;1248;0.908009873963631;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O6372510;464500;1898500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;14;0;0.938057653170164;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O6622920;442500;1876500;0;0.00124;0;0;0;0;0;0;0;0;0;0;0;0;0.99876;0;0;0;0;0;0;0;0;14;0;0.865824353450619;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O6692910;437500;1909500;0;0.00076;0;0;0;0;0;0;0;0;0;0;0;0;0.99924;0;0;0;0;0;0;0;0;14;365;0.929678851789585;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O6804630;436500;1825500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;14;1095;0.721070882484096;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O6874610;436500;1880500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;14;1095;0.912010299153784;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O8584010;464500;1939500;0;0;0;0;0;0;0;0;0;0;0;0.03713;0;0;0.96287;0;0;0;0;0;0;0;0;14;2190;0.88949705715208;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P5404010;444500;1991500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;14;0;0.871662331379118;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P5715010;399500;1972500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;14;1891;0.820739627969274;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P8312520;428500;2029500;0;0;0;0;0;0;0;0;0;0.02375;0;0.47238;0;0;0.3366;0;0;0;0;0;0;0.16727;0;14;2283;0.940514302564197;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q0214010;411500;1801500;0;0.14118;0;0;0;0;0;0;0;0;0;0;0;0;0.85882;0;0;0;0;0;0;0;0;14;2283;0.844872662868413;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q0280030;412500;1833500;0;0.36717;0;0;0;0;0;0;0;0;0;0;0;0;0.63283;0;0;0;0;0;0;0;0;14;2283;0.762879461950251;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q0450010;409500;1851500;0;0.26357;0;0;0;0;0;0;0;0;0;0;0;0;0.73643;0;0;0;0;0;0;0;0;14;2283;0.797484995955127;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q0522520;430500;1793500;0;0.81461;0;0;0;0;0;0;0;0;0;0;0;0;0.18539;0;0;0;0;0;0;0;0;14;1122;0.873399636352195;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q0612510;419500;1838500;0;0.24493;0;0;0;0;0;0;0;0;0;0;0;0;0.75507;0;0;0;0;0;0;0;0;14;2283;0.827034591241427;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q1094010;391500;1850500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;14;2029;0.866985946408477;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q2062510;403500;1870500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;14;0;0.754711053447565;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q2242910;406500;1883500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;14;1399;0.754266299745884;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q3354010;359500;1840500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;14;2282;0.887543082494552;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q3464010;325500;1857500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;14;2283;0.849438776924297;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q4801010;399500;1790500;0.03012;0.95217;0;0;0;0;0;0;0;0;0;0;0;0;0.01771;0;0;0;0;0;0;0;0;14;2281;0.716097609892063;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q6142910;362500;1800500;0.01386;0.81584;0;0;0;0;0;0;0;0;0;0;0;0;0.1703;0;0;0;0;0;0;0;0;14;493;0.69579799501312;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q7002910;359500;1802500;0.04678;0.8579;0;0;0;0;0;0;0;0;0;0;0;0;0.09532;0;0;0;0;0;0;0;0;14;2283;0.690566514629669;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q8032510;326500;1820500;0;0.96748;0;0;0;0;0;0;0;0;0;0;0;0;0.03252;0;0;0;0;0;0;0;0;14;2280;0.860318361032807;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y1364010;601500;1803500;0;0;0;0.2593;0;0;0;0;0;0;0;0;0;0;0.7407;0;0;0;0;0;0;0;0;14;2283;0.852958952546389;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y1415020;607500;1804500;0;0;0;0.82072;0;0;0;0;0.0239;0;0;0;0;0;0.15538;0;0;0;0;0;0;0;0;14;2282;0.879602107681298;;;;;;;;;;;;;;;;;;;;;;;;;;;;
