Code;X;Y;A;eco01res;eco02res;eco03res;eco04res;eco05res;eco06res;eco07res;eco08res;eco09res;eco10res;eco11res;eco12res;eco13res;eco14res;eco15res;eco16res;eco17res;eco18res;eco19res;eco20res;eco21res;eco99res;HER1;ObsPost2012;KGE_Sim;;0;;;;;;;;;;;;;;;;;;;;;;;;;;
K2080810;718500;1974500;0;0;0;0.53616;0;0;0;0;0.46384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0.792793834728716;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K2210810;705500;1995500;0;0;0;0.81117;0;0;0;0;0.18883;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;975;0.850384898035162;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K2240810;700500;2003500;0;0;0;0.86243;0;0;0;0;0.13757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0.877564318621598;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K2254010;695500;1998500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2283;0.775527596319629;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K2363010;695500;2021500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2281;0.81726040647486;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K2514010;652500;2014500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2283;0.81157739134237;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K2523010;652500;2015500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2283;0.838871410894004;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K2593010;670500;2041500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2283;0.812595049381774;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K2654010;658500;2061500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2283;0.775151642057468;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K2674010;658500;2065500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2283;0.869454951760032;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K2834010;699500;2051500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2283;0.731732558983845;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K2871910;699500;2076500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2283;0.828203195044173;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K2884010;698500;2078500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2283;0.669808315105964;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K2944010;694500;2083500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2283;0.710121362767013;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O3454310;646500;1899500;0;0;0;0.80508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19492;0;0;0;3;2152;0.841888842889089;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O4704030;608500;1868500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2276;0.883766094737193;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O5092520;621500;1928500;0;0;0;0.25953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.74047;0;0;0;3;2283;0.887143220649206;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O5192520;576500;1926500;0;0;0;0.53823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.46177;0;0;0;3;2283;0.937630631032498;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O5284310;576500;1911500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2283;0.711374422362045;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O5292510;570500;1905500;0;0;0;0.57547;0;0;0;0;0;0;0;0.12588;0;0;0;0;0;0;0;0.29865;0;0;0;3;2240;0.954010547454812;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O5312910;635500;1923500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0.900939497666302;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O5344010;638500;1912500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1340;0.796067868272778;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O5464310;606500;1900500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2283;0.921859858007289;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O5482910;591500;1904500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0.924143432528487;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O5482920;599500;1902500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1340;0.918022262371341;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O5572910;570500;1906500;0,00001;0;0;0.57519;0;0;0;0;0;0;0;0.12596;0;0;0;0;0;0;0;0.29884;0;0;0;3;2283;0.94772789326804;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O7272510;680500;1980500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1340;0.831498337109836;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O7354010;663500;1999500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1340;0.83501294296615;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O7404010;663500;1959500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0.786356234339625;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O7444010;657500;1979500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1340;0.866019773328632;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O7502510;656500;1991500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;975;0.866220701594283;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O7874010;605500;1952500;0;0;0;0.49331;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.50669;0;0;0;3;2283;0.82396103264122;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P0115010;628500;2058500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2283;0.736496855886147;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P0190010;610500;2043500;0;0;0;0.32602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.67398;0;3;975;0.882091139159113;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P0364010;632500;2035500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;975;0.847217945229103;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P0885010;603500;2030500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2220;0.788681830720339;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P1114010;585500;2051500;0;0;0;0.53571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.46429;0;3;0;0.928964243880456;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P1422510;602500;2012500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2283;0.883066550066196;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P1502510;587500;2009500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;975;0.847777709728954;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P1592510;567500;2007500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2283;0.642920890635455;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P1852910;590500;1993500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0.871635881747787;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P3352510;564500;2041500;0;0;0;0.25146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.74854;0;3;2078;0.93545183574131;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P3502510;557500;2032500;0;0;0;0.60165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.39835;0;3;2283;0.941769854059464;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P3522510;556500;2031500;0;0;0;0.60705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.39295;0;3;0;0.931963093661851;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U4624010;777500;2100500;0;0;0;0.95087;0;0;0;0;0;0;0.04913;0;0;0;0;0;0;0;0;0;0;0;0;3;2283;0.866245749789367;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U4635010;775500;2091500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2283;0.825207183757775;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U4644010;780500;2097500;0;0;0;0.92951;0;0;0;0;0;0;0.07049;0;0;0;0;0;0;0;0;0;0;0;0;3;2283;0.921056548043233;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V3114010;779500;2061500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2283;0.840326719469891;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V3124010;785500;2065500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2283;0.875259288588608;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U2022010;907500;2217500;0.03867;0;0;0;0;0.96133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2283;0.713835259579525;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U2102010;914500;2229500;0.02128;0;0;0;0;0.97872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;278;0.626081035052188;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U2215010;924500;2254500;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0.665104032004952;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U2215020;936500;2264500;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2264;0.776489599745584;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U2604030;893500;2237500;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2283;0.750324844652838;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U2624010;872500;2243500;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2283;0.824858089142097;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U2634010;862500;2231500;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2283;0.853055010047925;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V0222010;903500;2135500;0.00181;0;0.30351;0;0;0.69468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1340;0.698161387171492;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V1015010;875500;2147500;0.01176;0;0;0;0;0.98824;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2283;0.767748942837293;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V1015030;872500;2141500;0.00826;0;0;0;0;0.99174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2283;0.833516646505567;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V1015040;869500;2129500;0.00253;0;0;0;0;0.99747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0.860001969727889;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V1015810;866500;2133500;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2283;0.840250915002414;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V1214010;900500;2107500;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2250;0.814978522292644;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V1264010;876500;2108500;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;975;0.742482384804564;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V1325020;878500;2086500;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1894;0.720886183741093;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V1774010;819500;2081500;0;0;0;0;0;0.1308;0;0;0;0;0;0;0;0;0;0.8692;0;0;0;0;0;0;0;5;2283;0.883059396837968;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V2202010;862500;2195500;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1340;0.854881070056903;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V2206010;863500;2189500;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2283;0.765695751470011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V2414010;871500;2165500;0.01107;0;0;0;0;0.98893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0.717080716803653;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V2444010;868500;2159500;0.00645;0;0;0;0;0.99355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0.841231023671848;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V2444020;860500;2157500;0.00464;0;0;0;0;0.99536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2283;0.756622258025604;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V2624010;844500;2146500;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0.879236005278125;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V2814030;831500;2121500;0;0;0;0;0;0.95965;0;0;0;0;0;0;0;0;0;0.04035;0;0;0;0;0;0;0;5;2283;0.756984263071777;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V2924010;839500;2109500;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2283;0.742089939795399;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V3614010;797500;2022500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;2283;0.815924840790656;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W3534020;806500;2009500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;2278;0.846602886216104;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y7006010;1152500;1728500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;0;0.614069400781764;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y7315010;1178500;1759500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;2279;0.682868149862697;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y7416010;1176500;1800500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;0;0.635790244500548;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y7615010;1142500;1753500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;0;0.64216433271013;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y8424010;1143500;1680500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;0;0.723470017330048;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y8614010;1161500;1677500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;0;0.703097843988478;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y8905010;1158500;1644500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;0;0.625000544656791;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y9205010;1187500;1727500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;0;0.792471159573229;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y9215010;1187500;1717500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;0;0.816386307364846;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y9315010;1186500;1742500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;2201;0.760695408333211;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y9705220;1180500;1660500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;0;0.615975898941872;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y9715010;1181500;1655500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;0;0.784512133855199;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y9805010;1171500;1641500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;0;0.682941676344679;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V4225010;850500;1970500;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2283;0.678887658049256;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V4264010;827500;1970500;0;0;0;0;0;0.00876;0;0.99124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2283;0.825951718083661;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V4275010;822500;1978500;0;0;0;0;0;0.59223;0;0.40777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2250;0.780393095523502;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V5324010;837500;1941500;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1335;0.759606790962679;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W3344010;833500;2010500;0;0;0;0;0;0.93569;0;0.02774;0;0;0;0;0;0;0;0.03657;0;0;0;0;0;0;0;7;1340;0.702615905826915;;;;;;;;;;;;;;;;;;;;;;;;;;;;
X0454010;921500;1947500;0;0;0.99471;0;0;0;0;0.00529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2283;0.806931039834736;;;;;;;;;;;;;;;;;;;;;;;;;;;;
X1025020;875500;1952500;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0.732335837473008;;;;;;;;;;;;;;;;;;;;;;;;;;;;
X1034010;869500;1941500;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0.818926549460104;;;;;;;;;;;;;;;;;;;;;;;;;;;;
X1034020;868500;1943500;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;975;0.812211931751152;;;;;;;;;;;;;;;;;;;;;;;;;;;;
X1044020;876500;1930500;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0.766803681685935;;;;;;;;;;;;;;;;;;;;;;;;;;;;
X1225010;914500;1920500;0;0;0.07784;0;0;0;0;0.92216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2131;0.666164095767673;;;;;;;;;;;;;;;;;;;;;;;;;;;;
X1424010;914500;1898500;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1340;0.774418704181208;;;;;;;;;;;;;;;;;;;;;;;;;;;;
X2202010;938500;1884500;0;0;0.5586;0;0;0;0;0.4414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1340;0.764512617704699;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y5235030;930500;1851500;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0.789642438202143;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y6042010;958500;1893500;0;0;0.63462;0;0;0;0;0.36538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2237;0.706208212465097;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y6234010;987500;1895500;0.00993;0;0.89787;0;0;0;0;0.0922;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1340;0.61433688157429;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y6434010;988500;1883500;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2213;0.900211659784035;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1050310;967500;2303500;0.00429;0;0;0;0;0.30472;0;0;0;0;0;0;0;0;0;0;0;0;0.69099;0;0;0;0;18;2280;0.767049771673495;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1072010;971500;2303500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;18;2283;0.790076978975997;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1080320;973500;2314500;0.01056;0;0;0;0;0.17949;0;0;0;0;0;0;0;0;0;0;0;0;0.80995;0;0;0;0;18;0;0.730321077149842;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1080330;972500;2313500;0.01067;0;0;0;0;0.1814;0;0;0;0;0;0;0;0;0;0;0;0;0.80793;0;0;0;0;18;2283;0.85610114598116;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1310310;975500;2330500;0.0068;0;0;0;0.11953;0.11565;0;0;0;0;0;0;0;0;0;0;0;0;0.75802;0;0;0;0;18;2283;0.894169183097328;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1320310;978500;2343500;0.00638;0;0;0;0.11212;0.10848;0;0;0;0;0;0;0;0;0;0;0;0;0.77302;0;0;0;0;18;0;0.676287917710719;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1340310;976500;2353500;0.00613;0;0;0;0.10771;0.1042;0;0;0;0;0;0;0;0;0;0;0;0;0.78196;0;0;0;0;18;0;0.681257296694144;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A2052020;974500;2362500;0;0;0;0;0.93736;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06264;0;0;0;0;18;2283;0.927083381107675;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A2062010;975500;2365500;0;0;0;0;0.92642;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07358;0;0;0;0;18;0;0.803204966075991;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A2612010;984500;2396500;0;0;0;0;0.73684;0;0;0;0;0;0;0;0;0;0;0;0;0;0.26316;0;0;0;0;18;2283;0.831962529684572;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A2842010;980500;2409500;0;0;0;0;0.28834;0;0;0;0;0;0;0;0;0;0;0;0;0;0.71166;0;0;0;0;18;2283;0.829747704109775;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A2860111;992500;2410500;0;0;0;0;0.62202;0;0;0;0;0;0;0;0;0;0;0;0;0;0.37798;0;0;0;0;18;0;0.854621812107346;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A3301010;996500;2438500;0.00152;0;0;0;0.62443;0;0;0;0;0;0;0;0;0;0;0;0;0;0.37405;0;0;0;0;18;2283;0.908639654952412;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A3311010;1002500;2437500;0.00142;0;0;0;0.5785;0;0;0;0;0;0;0;0;0;0;0;0;0;0.42008;0;0;0;0;18;0;0.925119674038647;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A3472010;990500;2429500;0;0;0;0;0.3639;0;0;0;0;0;0.12227;0;0;0;0;0;0;0;0.51383;0;0;0;0;18;2283;0.910408804040694;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A3492020;1002500;2426500;0;0;0;0;0.3406;0;0;0;0;0;0.11444;0;0;0;0;0;0;0;0.54496;0;0;0;0;18;0;0.904602206557444;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A3792010;1022500;2446500;0.21212;0;0;0;0.14205;0;0;0;0;0;0;0;0;0;0;0;0;0;0.64583;0;0;0;0;18;2283;0.824505652547931;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A3832010;1018500;2449500;0;0;0;0;0.07463;0;0;0;0;0;0;0;0;0;0;0;0;0;0.92537;0;0;0;0;18;2283;0.884368122991696;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D0137010;714500;2564500;0;0;0;0;0;0;0;0;0;0.1875;0;0;0;0;0;0;0;0;0;0;0.34091;0;0.47159;20;2237;0.79572743885811;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D0137020;700500;2571500;0;0;0;0;0;0;0;0;0;0.12044;0;0;0;0;0;0;0;0;0;0;0.57664;0;0.30292;20;2283;0.87109229705589;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D0156520;703500;2574500;0.28302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12264;0;0.59434;20;2283;0.874265637210215;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E3671250;637500;2632500;0.00229;0;0;0;0;0;0;0;0;0.43521;0;0;0;0;0;0;0;0;0;0;0.5625;0;0;20;0;0.812607836210604;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E4035710;595500;2636500;0;0;0;0;0;0;0;0;0;0.98201;0;0;0;0;0;0;0;0;0;0;0.01799;0;0;20;2283;0.916095037598051;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E4905710;615500;2655500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20;2261;0.867739744429205;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K4443010;549500;2306500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20;2281;0.749249866239443;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K4672210;530500;2282500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20;0;0.933497671021332;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K4783010;529500;2287500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20;0;0.919396454217326;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K6402510;579500;2271500;0;0;0;0;0;0;0;0;0;0.70083;0;0;0;0;0;0;0;0;0;0;0.29917;0;0;20;0;0.919208501270115;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D0206010;718500;2585500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;22;2283;0.931038829404588;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K0010010;744500;1976500;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1336;0.754589406625597;;;;;;;;;;;;;;;;;;;;;;;;;;;;
